"site_id","name","lat","lon","acres","state","notes"
"VA-DC-0067","Digital Realty Ashburn IAD24","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0068","Digital Realty Ashburn IAD35","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0069","Digital Realty Ashburn IAD36","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0070","Digital Realty Ashburn IAD37","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0071","Digital Realty Ashburn IAD38","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0072","Digital Realty Ashburn IAD39","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0073","Digital Realty Ashburn IAD40","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0074","Digital Realty Ashburn IAD42","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"GA-DC-0019","Digital Realty Atlanta 10 Forsyth","33.749","-84.38798","","GA","Status: permitting; City: Atlanta"
"GA-DC-0020","Digital Realty Atlanta ATL11","33.81261","-84.63438","","GA","Status: operational; City: Austell"
"GA-DC-0021","Digital Realty Atlanta ATL13","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0022","Digital Realty Atlanta ATL14","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"TX-DC-0077","Digital Realty Austin AUS11","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"MA-DC-0009","Digital Realty Boston BOS16","42.28343","-71.23283","","MA","Status: operational; City: Needham"
"CA-DC-0048","Digital Realty Burbank BUR10","34.18084","-118.30897","","CA","Status: operational; City: Burbank"
"IL-DC-0031","Digital Realty Chicago CH1","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0032","Digital Realty Chicago CH2","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0033","Digital Realty Chicago CH3","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0034","Digital Realty Chicago ORD10","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0035","Digital Realty Chicago ORD11","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0036","Digital Realty Chicago ORD12","41.93531","-87.86562","","IL","Status: operational; City: Franklin Park"
"IL-DC-0037","Digital Realty Chicago ORD13","41.93531","-87.86562","","IL","Status: operational; City: Franklin Park"
"IL-DC-0038","Digital Realty Chicago ORD14","41.93531","-87.86562","","IL","Status: operational; City: Franklin Park"
"IL-DC-0039","Digital Realty Chicago ORD15","41.93531","-87.86562","","IL","Status: operational; City: Franklin Park"
"IL-DC-0040","Digital Realty Chicago ORD23","41.91725","-87.89562","","IL","Status: operational; City: Northlake"
"NJ-DC-0018","Digital Realty Clifton EWR20","40.85843","-74.16376","","NJ","Status: operational; City: Clifton"
"NJ-DC-0019","Digital Realty Clifton EWR21","40.85843","-74.16376","","NJ","Status: operational; City: Clifton"
"TX-DC-0078","Digital Realty Dallas Campus Total","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0079","Digital Realty Dallas DFW10","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0080","Digital Realty Dallas DFW14","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0081","Digital Realty Dallas DFW18","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0082","Digital Realty Dallas DFW28","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"CO-DC-0009","Digital Realty Denver 11900 E Cornell","39.72943","-104.83192","","CO","Status: operational; City: Aurora"
"CO-DC-0010","Digital Realty Denver 8534 Concord","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"TX-DC-0083","Digital Realty Garland","32.91262","-96.63888","","TX","Status: announced; City: Garland"
"TX-DC-0084","Digital Realty Houston IAH10","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"TX-DC-0085","Digital Realty Houston IAH11","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"TX-DC-0086","Digital Realty Houston IAH13","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"CA-DC-0049","Digital Realty Los Angeles LAX10","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0050","Digital Realty Los Angeles LAX11","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"CA-DC-0051","Digital Realty Los Angeles LAX12","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"VA-DC-0075","Digital Realty Manassas IAD51","38.75095","-77.47527","","VA","Status: under_construction; City: Manassas"
"VA-DC-0076","Digital Realty Manassas VA4","38.75095","-77.47527","","VA","Status: operational; City: Manassas"
"FL-DC-0019","Digital Realty Miami MIA10","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"MN-DC-0022","Digital Realty Minneapolis (former)","44.80413","-93.16689","","MN","Status: operational; City: Eagan"
"NY-DC-0011","Digital Realty New York JFK10","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NY-DC-0012","Digital Realty New York JFK12","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NY-DC-0013","Digital Realty New York JFK13","40.77427","-73.96981","","NY","Status: operational; City: New York"
"CA-DC-0052","Digital Realty Oakland OAK10","37.80437","-122.2708","","CA","Status: operational; City: Oakland"
"PA-DC-0009","Digital Realty Philadelphia area (former)","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"AZ-DC-0022","Digital Realty Phoenix PHX10","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"AZ-DC-0023","Digital Realty Phoenix PHX15","33.30616","-111.84125","","AZ","Status: operational; City: Chandler"
"NJ-DC-0020","Digital Realty Piscataway EWR11","40.49927","-74.39904","","NJ","Status: operational; City: Piscataway"
"NJ-DC-0021","Digital Realty Piscataway EWR12","40.49927","-74.39904","","NJ","Status: operational; City: Piscataway"
"NJ-DC-0022","Digital Realty Piscataway EWR19","40.49927","-74.39904","","NJ","Status: operational; City: Piscataway"
"OR-DC-0009","Digital Realty Portland PDX10","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0010","Digital Realty Portland PDX11","45.52345","-122.67621","","OR","Status: operational; City: Portland"
"OR-DC-0011","Digital Realty Portland PDX12","45.52345","-122.67621","","OR","Status: operational; City: Portland"
"VA-DC-0077","Digital Realty Reston VA3","38.96872","-77.3411","","VA","Status: operational; City: Reston"
"TX-DC-0087","Digital Realty Richardson DFW16","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0088","Digital Realty Richardson DFW17","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0089","Digital Realty Richardson DFW25","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0090","Digital Realty Richardson DFW29","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"TX-DC-0091","Digital Realty Richardson DFW35","32.94818","-96.72972","","TX","Status: under_construction; City: Richardson"
"CA-DC-0053","Digital Realty Sacramento (former)","38.58907","-121.30273","","CA","Status: operational; City: Rancho Cordova"
"CA-DC-0054","Digital Realty San Francisco SFO10","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"CA-DC-0055","Digital Realty San Francisco SFO12","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"CA-DC-0056","Digital Realty Santa Clara SC1","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"WA-DC-0016","Digital Realty Seattle SEA10","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"CA-DC-0057","Digital Realty Silicon Valley SJC10","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0058","Digital Realty Silicon Valley SJC11","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0059","Digital Realty Silicon Valley SJC14","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0060","Digital Realty Silicon Valley SJC15","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0061","Digital Realty Silicon Valley SJC16","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0062","Digital Realty Silicon Valley SJC29","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0063","Digital Realty Silicon Valley SJC30","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0064","Digital Realty Silicon Valley SJC31","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0065","Digital Realty Silicon Valley SJC34","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0066","Digital Realty Silicon Valley SJC35","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0067","Digital Realty Silicon Valley SJC37","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"MO-DC-0005","Digital Realty St Louis","38.64068","-90.44341","","MO","Status: operational; City: St. Louis"
"VA-DC-0078","Digital Realty Sterling IAD44","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"NJ-DC-0023","Digital Realty Totowa EWR15","40.91677","-74.17181","","NJ","Status: operational; City: Totowa"
"NJ-DC-0024","Digital Realty Totowa EWR16","40.91677","-74.17181","","NJ","Status: operational; City: Totowa"
"OH-DC-0032","DP Facilities Hannibal","39.6673","-80.87204","","OH","Status: operational; City: Hannibal"
"VA-DC-0079","DP Facilities Mineral Gap","36.97593","-82.57571","","VA","Status: operational; City: Wise"
"WI-DC-0005","DPO Hatfield","44.41468","-90.7307","","WI","Status: operational; City: Hatfield"
"WI-DC-0006","DPO Wisconsin Rapids","44.38358","-89.81735","","WI","Status: under_construction; City: Wisconsin Rapids"
"GA-DC-0023","EdgeConneX ATL01","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0024","EdgeConneX ATL02","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"TX-DC-0092","EdgeConneX AUS01","30.08716","-97.50083","","TX","Status: operational; City: Cedar Creek"
"TX-DC-0093","EdgeConneX AUS02","30.10361","-97.31201","","TX","Status: under_construction; City: Bastrop"
"MA-DC-0010","EdgeConneX BOS01","42.55843","-71.26895","","MA","Status: operational; City: Billerica"
"TX-DC-0094","EdgeConneX BRY01","30.67436","-96.36996","","TX","Status: announced; City: Bryan"
"OH-DC-0033","EdgeConneX CBUS","39.71562","-82.95296","","OH","Status: announced; City: Ashville"
"IL-DC-0041","EdgeConneX CHI01","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0042","EdgeConneX CHI02","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"CO-DC-0011","EdgeConneX DEN01","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"CO-DC-0012","EdgeConneX DEN02","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"MI-DC-0008","EdgeConneX DET01","42.47337","-83.22187","","MI","Status: operational; City: Southfield"
"HI-DC-0003","EdgeConneX HON01","21.30694","-157.85833","","HI","Status: operational; City: Honolulu"
"TX-DC-0095","EdgeConneX HOU01","29.78579","-95.8244","","TX","Status: operational; City: Katy"
"FL-DC-0020","EdgeConneX JAX01","30.33218","-81.65565","","FL","Status: operational; City: Jacksonville"
"NV-DC-0007","EdgeConneX LAS01","36.17497","-115.13722","","NV","Status: operational; City: Las Vegas"
"WI-DC-0007","EdgeConneX MAD01","43.07305","-89.40123","","WI","Status: operational; City: Madison"
"TN-DC-0012","EdgeConneX MEM01","35.14953","-90.04898","","TN","Status: operational; City: Memphis"
"FL-DC-0021","EdgeConneX MIA01","25.94204","-80.2456","","FL","Status: operational; City: Miami Gardens"
"FL-DC-0022","EdgeConneX MIA02","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"MN-DC-0023","EdgeConneX MSP01","44.85469","-93.47079","","MN","Status: operational; City: Eden Prairie"
"TN-DC-0013","EdgeConneX NAS01","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"OH-DC-0034","EdgeConneX NEW01 (Columbus OH)","40.7695","-83.82271","","OH","Status: announced; City: Johnstown"
"OH-DC-0035","EdgeConneX NEW02 (Columbus OH)","40.7695","-83.82271","","OH","Status: announced; City: Johnstown"
"VA-DC-0080","EdgeConneX NOR01","36.89126","-76.26188","","VA","Status: operational; City: Norfolk"
"AZ-DC-0024","EdgeConneX PHX01","33.41477","-111.90931","","AZ","Status: operational; City: Tempe"
"PA-DC-0010","EdgeConneX PIT01","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"OR-DC-0012","EdgeConneX POR01","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0013","EdgeConneX POR02","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"VA-DC-0081","EdgeConneX RIC01","37.93705","-76.72968","","VA","Status: operational; City: Richmond"
"CA-DC-0068","EdgeConneX SAC01","38.58907","-121.30273","","CA","Status: operational; City: Rancho Cordova"
"CA-DC-0069","EdgeConneX SDG01","33.0282","-116.77021","","CA","Status: operational; City: San Diego"
"WA-DC-0017","EdgeConneX SEA01","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"UT-DC-0009","EdgeConneX SLC01","40.69161","-112.00105","","UT","Status: operational; City: West Valley City"
"LA-DC-0004","EdgeConneX SLI01","30.27519","-89.78117","","LA","Status: operational; City: Slidell"
"CA-DC-0070","EdgeConneX SVC01","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0071","EdgeConneX SVC02","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"FL-DC-0023","EdgeConneX TLH01","30.43826","-84.28073","","FL","Status: operational; City: Tallahassee"
"VA-DC-0082","EdgeCore Ashburn","39.00622","-77.4286","","VA","Status: under_construction; City: Sterling"
"VA-DC-0083","EdgeCore Culpeper","38.48606","-77.95589","","VA","Status: announced; City: Culpeper"
"VA-DC-0084","EdgeCore Louisa County","38.01069","-77.90861","","VA","Status: announced; City: Mineral"
"AZ-DC-0025","EdgeCore Phoenix","33.42227","-111.82264","","AZ","Status: operational; City: Mesa"
"NV-DC-0008","EdgeCore Reno","39.52963","-119.8138","","NV","Status: under_construction; City: Reno"
"CA-DC-0072","EdgeCore Silicon Valley","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"GA-DC-0025","Edged Atlanta","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"IL-DC-0043","Edged Chicago","41.76058","-88.32007","","IL","Status: operational; City: Aurora"
"OH-DC-0036","Edged Columbus","40.08117","-82.80879","","OH","Status: operational; City: New Albany"
"IA-DC-0007","Edged Council Bluffs","41.26194","-95.86083","","IA","Status: under_construction; City: Council Bluffs"
"TX-DC-0096","Edged Dallas DFW01-1","32.81402","-96.94889","","TX","Status: operational; City: Irving"
"TX-DC-0097","Edged Dallas DFW01-2","32.81402","-96.94889","","TX","Status: approved; City: Irving"
"IL-DC-0044","Edged DeKalb","41.89353","-88.77031","","IL","Status: approved; City: DeKalb"
"CO-DC-0013","Edged Denver","39.76204","-104.87635","","CO","Status: announced; City: Denver"
"IA-DC-0008","Edged Des Moines","41.72971","-93.60577","","IA","Status: under_construction; City: Ankeny"
"MO-DC-0006","Edged Kansas City","39.09973","-94.57857","","MO","Status: operational; City: Kansas City"
"CA-DC-0073","Edged Lemoore","36.30078","-119.78291","","CA","Status: announced; City: Lemoore"
"AZ-DC-0026","Edged Phoenix","33.42227","-111.82264","","AZ","Status: operational; City: Mesa"
"OR-DC-0014","Edged Portland","45.52345","-122.67621","","OR","Status: announced; City: Portland"
"UT-DC-0010","Edged Salt Lake City","40.48967","-111.93882","","UT","Status: announced; City: Bluffdale"
"NV-DC-0009","Ellis Partners Colovore Reno","39.52963","-119.8138","","NV","Status: under_construction; City: Reno"
"NV-DC-0010","Ellis Partners Webb Data Center","39.52963","-119.8138","","NV","Status: approved; City: Reno"
"TX-DC-0098","Energy Abundance Development Corp - Data City Texas","27.50641","-99.50754","","TX","Status: announced; City: Laredo"
"TX-DC-0099","Energy Storage Solutions","31.31773","-95.42268","","TX","Status: announced; City: Houston"
"GA-DC-0026","Equinix AT1","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0027","Equinix AT2","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0028","Equinix AT3","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0029","Equinix AT4","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0030","Equinix AT5","33.94121","-84.21353","","GA","Status: operational; City: Norcross"
"MA-DC-0011","Equinix BO1","42.37649","-71.23561","","MA","Status: operational; City: Waltham"
"MA-DC-0012","Equinix BO2","42.55843","-71.26895","","MA","Status: operational; City: Billerica"
"IL-DC-0045","Equinix CH1","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0046","Equinix CH2","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0047","Equinix CH3","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0048","Equinix CH4","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0049","Equinix CH5","42.00392","-87.97035","","IL","Status: under_construction; City: Elk Grove Village"
"IL-DC-0050","Equinix CH7","41.79586","-87.97562","","IL","Status: operational; City: Westmont"
"VA-DC-0085","Equinix CU1","38.48606","-77.95589","","VA","Status: operational; City: Culpeper"
"VA-DC-0086","Equinix CU2","38.48606","-77.95589","","VA","Status: operational; City: Culpeper"
"VA-DC-0087","Equinix CU3","38.48606","-77.95589","","VA","Status: operational; City: Culpeper"
"VA-DC-0088","Equinix CU4","38.48606","-77.95589","","VA","Status: operational; City: Culpeper"
"VA-DC-0089","Equinix CU6","38.48606","-77.95589","","VA","Status: operational; City: Culpeper"
"TX-DC-0100","Equinix DA1","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0101","Equinix DA10","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0102","Equinix DA11","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0103","Equinix DA2","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0104","Equinix DA3","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0105","Equinix DA4","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0106","Equinix DA6","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0107","Equinix DA7","33.01984","-96.69889","","TX","Status: operational; City: Plano"
"TX-DC-0108","Equinix DA9","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"VA-DC-0090","Equinix DC1","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0091","Equinix DC10","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0092","Equinix DC11","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0093","Equinix DC12","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0094","Equinix DC13","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0095","Equinix DC14","38.75095","-77.47527","","VA","Status: operational; City: Manassas"
"DC-DC-0005","Equinix DC15","38.89511","-77.03637","","DC","Status: operational; City: Washington"
"VA-DC-0096","Equinix DC16","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0097","Equinix DC2","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0098","Equinix DC21","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0099","Equinix DC22","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0100","Equinix DC3","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0101","Equinix DC4","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0102","Equinix DC5","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0103","Equinix DC6","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"VA-DC-0104","Equinix DC7","38.90122","-77.26526","","VA","Status: operational; City: Vienna"
"DC-DC-0006","Equinix DC8","38.89511","-77.03637","","DC","Status: operational; City: Washington"
"VA-DC-0105","Equinix DC97","38.96955","-77.3861","","VA","Status: operational; City: Herndon"
"CO-DC-0014","Equinix DE1","39.57916","-104.87692","","CO","Status: operational; City: Centennial"
"CO-DC-0015","Equinix DE2","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"TX-DC-0109","Equinix HO1","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"CA-DC-0074","Equinix LA1","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0075","Equinix LA3","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"CA-DC-0076","Equinix LA4","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"CA-DC-0077","Equinix LA6","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0078","Equinix LA7","33.83585","-118.34063","","CA","Status: operational; City: Torrance"
"FL-DC-0024","Equinix MI1","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"FL-DC-0025","Equinix MI2","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"FL-DC-0026","Equinix MI3","26.35869","-80.0831","","FL","Status: operational; City: Boca Raton"
"FL-DC-0027","Equinix MI6","25.81954","-80.35533","","FL","Status: operational; City: Doral"
"NJ-DC-0025","Equinix NY1","40.73566","-74.17237","","NJ","Status: operational; City: Newark"
"NJ-DC-0026","Equinix NY11","40.57733","-74.2282","","NJ","Status: operational; City: Carteret"
"NY-DC-0014","Equinix NY13","41.0551","-73.82013","","NY","Status: operational; City: Elmsford"
"NJ-DC-0027","Equinix NY2","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NJ-DC-0028","Equinix NY4","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NJ-DC-0029","Equinix NY5","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NJ-DC-0030","Equinix NY6","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NJ-DC-0031","Equinix NY7","40.80427","-74.01208","","NJ","Status: operational; City: North Bergen"
"NY-DC-0015","Equinix NY9","40.77427","-73.96981","","NY","Status: operational; City: New York"
"PA-DC-0011","Equinix PH1","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"WA-DC-0018","Equinix SE2","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"WA-DC-0019","Equinix SE3","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"WA-DC-0020","Equinix SE4","47.38093","-122.23484","","WA","Status: operational; City: Kent"
"CA-DC-0079","Equinix SV1","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0080","Equinix SV10","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0081","Equinix SV11","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0082","Equinix SV14","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0083","Equinix SV15","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0084","Equinix SV16","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0085","Equinix SV2","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0086","Equinix SV3","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0087","Equinix SV4","37.36883","-122.03635","","CA","Status: operational; City: Sunnyvale"
"CA-DC-0088","Equinix SV5","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0089","Equinix SV8","37.44188","-122.14302","","CA","Status: operational; City: Palo Alto"
"CA-DC-0090","Equinix SV9","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"PA-DC-0012","Essential Utilities Data Center","39.89646","-80.17923","","PA","Status: announced; City: Waynesburg"
"MD-DC-0005","Expedient Baltimore Owings Mills","39.41955","-76.78025","","MD","Status: operational; City: Owings Mills"
"MD-DC-0006","Expedient Baltimore Tide Point","38.48484","-75.82466","","MD","Status: operational; City: Baltimore"
"MA-DC-0013","Expedient Boston Medford","42.41843","-71.10616","","MA","Status: operational; City: Medford"
"OH-DC-0037","Expedient Cleveland 151 NEO","41.4995","-81.69541","","OH","Status: operational; City: Cleveland"
"OH-DC-0038","Expedient Cleveland 152 NEO","41.4995","-81.69541","","OH","Status: operational; City: Cleveland"
"OH-DC-0039","Expedient Columbus Dublin","40.09923","-83.11408","","OH","Status: operational; City: Dublin"
"OH-DC-0040","Expedient Columbus Upper Arlington","39.99451","-83.06241","","OH","Status: operational; City: Upper Arlington"
"CO-DC-0016","Expedient Denver Centennial","39.57916","-104.87692","","CO","Status: operational; City: Centennial"
"IN-DC-0008","Expedient Indianapolis Carmel","39.97837","-86.11804","","IN","Status: operational; City: Carmel"
"TN-DC-0014","Expedient Memphis","35.14953","-90.04898","","TN","Status: operational; City: Memphis"
"WI-DC-0008","Expedient Milwaukee","42.88863","-88.03842","","WI","Status: operational; City: Franklin"
"AZ-DC-0027","Expedient Phoenix North Mountain","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"PA-DC-0013","Expedient Pittsburgh Green Tree","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"PA-DC-0014","Expedient Pittsburgh North Shore","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"PA-DC-0015","Fairview Crossroads Data Center","42.03145","-80.25534","","PA","Status: permitting; City: Fairview"
"TX-DC-0110","Fermi America Project Matador","35.222","-101.8313","","TX","Status: under_construction; City: Amarillo"
"GA-DC-0031","Flexential Atlanta Alpharetta","34.07538","-84.29409","","GA","Status: operational; City: Alpharetta"
"GA-DC-0032","Flexential Atlanta Douglasville 1","33.7515","-84.74771","","GA","Status: operational; City: Douglasville"
"GA-DC-0033","Flexential Atlanta Douglasville 2","33.7515","-84.74771","","GA","Status: operational; City: Douglasville"
"GA-DC-0034","Flexential Atlanta Norcross 1","33.94121","-84.21353","","GA","Status: operational; City: Norcross"
"GA-DC-0035","Flexential Atlanta Norcross 2","33.94121","-84.21353","","GA","Status: operational; City: Norcross"
"NC-DC-0012","Flexential Charlotte North","35.22709","-80.84313","","NC","Status: operational; City: Charlotte"
"NC-DC-0013","Flexential Charlotte South","35.22709","-80.84313","","NC","Status: operational; City: Charlotte"
"OH-DC-0041","Flexential Cincinnati","39.12711","-84.51439","","OH","Status: operational; City: Cincinnati"
"TX-DC-0112","Flexential Dallas Downtown","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0113","Flexential Dallas Plano","33.01984","-96.69889","","TX","Status: operational; City: Plano"
"TX-DC-0114","Flexential Dallas Richardson","32.94818","-96.72972","","TX","Status: operational; City: Richardson"
"CO-DC-0017","Flexential Denver Aurora","39.72943","-104.83192","","CO","Status: operational; City: Aurora"
"CO-DC-0018","Flexential Denver Centennial","39.57916","-104.87692","","CO","Status: operational; City: Centennial"
"CO-DC-0019","Flexential Denver Englewood","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"CO-DC-0020","Flexential Denver Parker","39.5186","-104.76136","","CO","Status: operational; City: Parker"
"FL-DC-0028","Flexential Fort Lauderdale","26.12231","-80.14338","","FL","Status: operational; City: Fort Lauderdale"
"FL-DC-0029","Flexential Jacksonville","30.33218","-81.65565","","FL","Status: operational; City: Jacksonville"
"NV-DC-0011","Flexential Las Vegas Downtown","36.17497","-115.13722","","NV","Status: operational; City: Las Vegas"
"NV-DC-0012","Flexential Las Vegas North","36.19886","-115.1175","","NV","Status: operational; City: North Las Vegas"
